Kanji,Hiragana,Meaning,Level,Example,CorrectCount,WrongCount,IsDifficult
平等＜な＞,びょうどう＜な＞,"Sự bình đẳng, bình đẳng",N2,世界（せかい）の人（ひと）が平等（びょうどう）な社会（しゃかい）を望（のぞ）んでいる。（ナ形）,0,0,False
復興＜する＞,ふっこう＜する＞,Sự phục hưng,N2,社会（しゃかい）が災害（さいがい）からの復興（ふっこう）をサポートする。,0,0,False
義務,ぎむ,Nghĩa vụ,N2,税金（ぜいきん）を払（はら）うのは国民（こくみん）の義務（ぎむ）の一（ひと）つだ。,0,0,False
制度,せいど,Chế độ,N2,年金（ねんきん）制度（せいど）の見直（みなお）しが求（もと）められている。,0,0,False
景気,けいき,Tình hình kinh tế,N2,景気（けいき）が徐々（じょじょ）に回復（かいふく）している。,0,0,False
インフレ,インフレ,Sự lạm phát,N2,私（わたし）の国（くに）ではインフレが続（つづ）いている。,0,0,False
加速＜する＞,かそく＜する＞,"Sự gia tốc, làm tăng",N2,新（あたら）しい政策（せいさく）が景気（けいき）回復（かいふく）を加速（かそく）させることを願（ねが）う。,0,0,False
上回る,うわまわる,Vượt hơn,N2,国民（こくみん）の収入（しゅうにゅう）が昨年（さくねん）を上回（うわまわ）った。,0,0,False
予測＜する＞,よそく＜する＞,Sự dự đoán,N2,経済（けいざい）の専門（せんもん）家（か）が将来（しょうらい）の日本（にほん）経済（けいざい）を予測（よそく）する。,0,0,False
見解,けんかい,Quan điểm,N2,首相（しゅしょう）が日本（にほん）経済（けいざい）の現状（げんじょう）ついて見解（けんかい）を述（の）べた。,0,0,False
増す,ます,Làm tăng,N2,需要（じゅよう）が増（ま）せば、物（もの）の値段（ねだん）は下（さ）がる。,0,0,False
水準,すいじゅん,Tiêu chuẩn,N2,国民（こくみん）の生活（せいかつ）水準（すいじゅん）は徐々（じょじょ）に下（さ）がっている。,0,0,False
深刻な,しんこくな,"Trầm trọng, nghiêm trọng",N2,少子（しょうし）化（か）は深刻（しんこく）な問題（もんだい）だ。,0,0,False
呼びかける,よびかける,Kêu gọi,N2,政府（せいふ）は国民（こくみん）に節電（せつでん）を呼（よ）びかけた。,0,0,False
世間,せけん,"Xã hội, thế gian",N2,ある事件（じけん）が世間（せけん）の注目（ちゅうもく）を集（あつ）めている。,0,0,False
驚かす,おどろかす,Gây ngạc nhiên,N2,青色（あおいろ）LEDの発明（はつめい）は世間（せけん）を驚（おどろ）かした。,0,0,False
ニーズ,ニーズ,Nhu cầu,N2,企業（きぎょう）は若者（わかもの）のニーズに応（こた）えて、商品（しょうひん）を作（つく）る。,0,0,False
了承＜する＞,りょうしょう＜する＞,"Sự chấp nhận, công nhận",N2,国（くに）は住民（じゅうみん）の了承（りょうしょう）を得（え）ないまま、開発（かいはつ）を進（すす）めた。,0,0,False
個人情報,こじんじょうほう,Thông tin cá nhân,N2,個人（こじん）情報（じょうほう）は確実（かくじつ）に守（まも）られるべきだ。,0,0,False
プライバシー,プライバシー,Sự riêng tư,N2,これはプライバシーに関（かか）わることだ。,0,0,False
定着＜する＞,ていちゃく＜する＞,Sự định hình,N2,SNSは若者（わかもの）の間（ま）で、すっかり定着（ていちゃく）した。,0,0,False
両立＜する＞,りょうりつ＜する＞,Sự thực hiện cả hai vẹn toàn,N2,日本（にほん）では、仕事（しごと）と育児（いくじ）の両立（りょうりつ）は、なかなか難（むずか）しい。,0,0,False
システム,システム,Hệ thống,N2,日本（にほん）の宅配（たくはい）便（びん）のシステムは世界（せかい）から注目（ちゅうもく）されている。,0,0,False
煙,けむり,Khói,N2,たばこの煙（けむり）は周（まわ）りの人（ひと）に迷惑（めいわく）だ。,0,0,False
公,おおやけ,"Công, công cộng",N2,大統領（だいとうりょう）が公（おおやけ）の場（ば）で世界（せかい）平和（へいわ）について発言（はつげん）する。,0,0,False
マスコミ,マスコミ,Truyền thông đại chúng,N2,マスコミが首相（しゅしょう）の会見（かいけん）に集（あつ）まり、取材（しゅざい）している。,0,0,False
メディア,メディア,Phương tiện truyền thông,N2,メディアを通して世界（せかい）の状況（じょうきょう）を知（し）る。,0,0,False
取材＜する＞,しゅざい＜する＞,"Sự phỏng vấn, điều tra",N2,テレビ局（てれびきょく）が消費（しょうひ）者（しゃ）の傾向（けいこう）取材（しゅざい）する。,0,0,False
報道＜する＞,ほうどう＜する＞,"Sự đưa tin, truyền thông",N2,マスコミがこの事件（じけん）を、いっせいに報道（ほうどう）した。,0,0,False
中継＜する＞,ちゅうけい＜する＞,"Sự phát sóng (truyền hình, truyền thanh)",N2,オリンピックが現地（げんち）から世界（せかい）に中継（ちゅうけい）された。,0,0,False
訂正＜する＞,ていせい＜する＞,"Đính chính, sửa chữa",N2,ニュース番組（ばんぐみ）でアナウンサーが間違（まちが）いを訂正（ていせい）した。,0,0,False
ただちに,ただちに,Ngay lập tức,N2,そのニュースはただちに世界中（せかいじゅう）に広（ひろ）まった。,0,0,False
コマーシャル,コマーシャル,Quảng cáo,N2,人気（にんき）のある番組（ばんぐみ）にはコマーシャルが多（おお）い。,0,0,False
受講＜する＞,じゅこう＜する＞,"Sự học, dự học",N2,田中（たなか）教授（きょうじゅ）の講義（こうぎ）を受講（じゅこう）することにした。,0,0,False
書き留める,かきとめる,Ghi chép lại,N2,講義（こうぎ）の内容（ないよう）を、しっかり書き留（かきと）める。,0,0,False
目標,もくひょう,Mục tiêu,N2,経営（けいえい）学（がく）を学（まな）び、会社（かいしゃ）を経営（けいえい）するのが私（わたし）の目標（もくひょう）だ。,0,0,False
心構え,こころがまえ,Sự chuẩn bị tinh thần,N2,大学（だいがく）では積極（せっきょく）的（てき）に学（まな）ぼうとする心構（こころがま）えが必要（ひつよう）だ。,0,0,False
学問,がくもん,Học vấn,N2,大学（だいがく）は学問（がくもん）の場（ば）である。,0,0,False
分野,ぶんや,Lĩnh vực,N2,この大学（だいがく）は科学（かがく）の分野（ぶんや）で知（し）られている。,0,0,False
取り組む,とりくみ,"Nỗ lực, bắt tay (làm gì đó), đưa vào",N2,来年（らいねん）は新（あたら）しい研究（けんきゅう）に取り組（とりく）みたい。,0,0,False
意欲,いよく,"Ý chí, ,mong muốn, động lực",N2,この大学（だいがく）には意欲（いよく）がある学生（がくせい）が多（おお）い。,0,0,False
思いつく,おもいつく,Nghĩ ra,N2,セミナーに参加（さんか）して、論文（ろんぶん）のテーマを思（おも）いついた。,0,0,False
発明＜する＞,はつめい＜する＞,Phát minh,N2,社会（しゃかい）に役立（やくだ）つ機械（きかい）を発明（はつめい）したい。,0,0,False
分析＜する＞,ぶんせき＜する＞,Sự phân tích,N2,データを分析（ぶんせき）して、結果（けっか）をレポートにまとめる。,0,0,False
継続＜する＞,けいぞく＜する＞,"Sự kế thừa, kế tục",N2,この研究（けんきゅう）は継続（けいぞく）する価値（かち）がある。,0,0,False
ほんの,ほんの,Chỉ (một chút),N2,前回（ぜんかい）はほんの少（すこ）し点（てん）が足（た）らず、不（ふ）合格（ごうかく）だった。,0,0,False
受け入れる,うけいれる,Tiếp nhận,N2,最近（さいきん）では、ほとんどの大学（だいがく）で留学生（りゅうがくせい）を受け入（うけい）れている。,0,0,False
キャンパス,キャンパス,Khuôn viên,N2,この大学（だいがく）のキャンパスは、とても活気（かっき）がある。,0,0,False
休講＜する＞,きゅうこう＜する＞,(giờ học) được nghỉ,N2,先生（せんせい）の都合（つごう）で今日（きょう）は休講（きゅうこう）になった。,0,0,False
講師,こうし,"giáo viên, người đứng lớp",N2,大学（だいがく）には個性（こせい）的（てき）な講師（こうし）も多（おお）い。,0,0,False
学会,がっかい,Học hội,N2,先週（せんしゅう）、日本語（にほんご）の学会（がっかい）に出席（しゅっせき）した。,1,0,False
わずか[な/に],わずか[な/に],"Chỉ một chút, ít ỏi",N2,このゼミに入（い）れる学生（がくせい）は、ごくわずかだ。（ナ形）,0,0,False
論理的な,ろんりてきな,"Một cách hợp lý, lý luận",N2,日本語（にほんご）で論理（ろんり）的（てき）な文（ぶん）を書（か）くのは大変（たいへん）だ。,0,0,False
論じる,ろんじる,"Luận bàn, tranh luận",N2,経済（けいざい）問題（もんだい）に関する意見（いけん）を論（ろん）じる。,0,0,False
引用＜する＞,いんよう＜する＞,Sự trích dẫn,N2,他人（たにん）の論文（ろんぶん）を引用（いんよう）するときにはルールがある。,0,0,False
訳す,やくす,Dịch,N2,論文（ろんぶん）を英語（えいご）に訳（やく）して、雑誌（ざっし）で発表（はっぴょう）する。,0,0,False
編集＜する＞,へんしゅう＜する＞,Sự biên tập,N2,この文（ぶん）は少（すこ）し編集（へんしゅう）が必要（ひつよう）だ。,0,0,False
要旨,ようし,"Bản tóm lược, tóm tắt",N2,レポートの要旨（ようし）を800字（じ）程度（ていど）にまとめた。,0,0,False
明確な,めいかくな,"Rành mạch, rõ ràng",N2,論文（ろんぶん）では言（い）いたいことを明確（めいかく）にすることが重要（じゅうよう）だ。,0,0,False
挙げる,あげる,"Đưa ra, nêu lên",N2,具体（ぐたい）的（てき）な例（れい）を挙（あ）げて、論文（ろんぶん）の主張（しゅちょう）をサポートする。,0,0,False
用いる,もちいる,"Sử dụng, áp dụng",N2,データを用（もち）いて、問題（もんだい）を分析（ぶんせき）する。,0,0,False
手書き,てがき,"Bản viết tay, sự viết tay",N2,手書（てが）きのレポートは受け付（うけつ）けません。,0,0,False
一気に,いっきに,"Một hơi, một mạch",N2,レポートを二（に）日（にち）で一気（いっき）に書（か）いた。,0,0,False
完成＜する＞,かんせい＜する＞,Sự hoàn thành,N2,何（なん）度（ど）も書き直（かきなお）して、やっとレポートが完成（かんせい）した。,0,0,False
